"Country","Year","Status","Life.expectancy","Adult.Mortality","infant.deaths","Alcohol","percentage.expenditure","Hepatitis.B","Measles","BMI","under.five.deaths","Polio","Total.expenditure","Diphtheria","HIV.AIDS","thinness..1.19.years","thinness.5.9.years","Income.composition.of.resources","Schooling","Population","GDP"
"Croatia",2014,"Developed",77.8,97,0,12.14,1884.098811,95,0,63.1,0,95,7.8,95,0.1,1.5,1.5,0.82,15.1,4238389,13970.98323
"Croatia",2013,"Developed",77.7,97,0,12.39,1899.107385,96,0,62.5,0,96,7.83,96,0.1,1.5,1.5,0.817,14.9,4255689,13949.12177
"Croatia",2012,"Developed",77.1,14,0,11.49,1851.713262,98,2,61.9,0,96,7.8,96,0.1,1.5,1.5,0.815,14.6,4267558,13410.82081
"Croatia",2011,"Developed",77,14,0,12.19,1913.356642,97,12,61.3,0,96,7.8,96,0.1,1.6,1.5,0.808,14.5,4280622,14623.99053
"Croatia",2010,"Developed",76.6,16,0,12.1,206.8868182,97,7,6.6,0,97,8.25,97,0.1,1.6,1.6,0.803,14.2,4295427,13664.20884
"Croatia",2009,"Developed",76.3,19,0,12.21,2160.380199,97,2,6,0,96,8.18,96,0.1,1.7,1.6,0.803,14.2,4305181,14387.65664
"Croatia",2008,"Developed",76,116,0,12.06,2425.403891,97,51,59.4,0,96,7.7,96,0.1,1.7,1.7,0.8,14.3,4309705,15857.71225
"Croatia",2007,"Developed",75.8,114,0,12.56,2019.812779,95,0,58.7,0,96,7.44,96,0.1,1.8,1.7,0.793,14.3,4310217,13728.52101
"Croatia",2006,"Developed",75.9,113,0,11.83,1555.651986,97,1,58.1,0,96,6.95,96,0.1,1.8,1.8,0.783,13.9,4311159,11489.39127
"Croatia",2005,"Developed",75.2,116,0,11.59,167.2319899,97,2,57.5,0,96,6.89,96,0.1,1.8,1.8,0.777,13.6,4310145,10446.36044
"Croatia",2004,"Developed",75.4,114,0,13.11,1116.396502,97,54,56.9,0,96,6.56,96,0.1,1.9,1.9,0.771,13.3,4304600,9723.381024
"Croatia",2003,"Developed",74.7,122,0,13.78,93.67706503,97,19,56.3,0,95,6.35,94,0.1,1.9,1.9,0.765,12.9,4303399,8192.322633
"Croatia",2002,"Developed",74.8,124,0,13.39,11.63615139,97,6,55.8,0,95,6.19,95,0.1,2,2,0.759,12.6,4302174,6219.473213
"Croatia",2001,"Developed",74.9,126,0,13.15,650.9567981,97,8,55.2,0,94,7.16,94,0.1,2,2,0.749,12.3,4299642,5364.010241
"Croatia",2000,"Developed",74.7,127,0,12.73,649.3909871,97,9,54.7,0,94,7.66,93,0.1,2.1,2.1,0.739,12.2,4468302,4952.377753
"Cuba",2015,"Developing",79.1,92,1,4.16,0,99,0,61.4,1,99,6.5,99,0.1,3.5,3.3,0.773,13.9,11339894,7683.757891
"Cuba",2014,"Developing",79,93,1,4.37,13.6691019,97,0,6.7,1,99,11.6,99,0.1,3.4,3.3,0.772,14,11332026,7117.52691
"Cuba",2013,"Developing",78.7,96,1,4.18,95.67571176,96,0,59.9,1,99,9.48,99,0.1,3.4,3.3,0.773,14.7,11321579,6814.243844
"Cuba",2012,"Developing",78.7,96,1,4.16,742.1961992,96,0,59.2,1,98,8.59,99,0.1,3.4,3.2,0.778,15.7,11309290,6467.337914
"Cuba",2011,"Developing",78.8,92,1,4.14,102.0645784,96,0,58.4,1,99,1.6,97,0.1,3.4,3.2,0.78,16.5,11298710,6106.006792
"Cuba",2010,"Developing",78,98,1,4.13,787.2808163,96,0,57.7,1,99,1.19,96,0.1,3.4,3.2,0.784,17.6,11290417,5275.532601
"Cuba",2009,"Developing",78.1,11,1,4.01,818.8771016,96,0,56.9,1,99,11.78,96,0.1,3.4,3.2,0.782,17.7,11283185,5094.437562
"Cuba",2008,"Developing",77.9,12,1,4.26,708.6157966,95,0,56.2,1,99,1.79,95,0.1,3.4,3.2,0.771,17.1,11276609,4992.824494
"Cuba",2007,"Developing",78.1,14,1,4.13,750.7147641,93,0,55.4,1,99,1.42,93,0.1,3.4,3.2,0.754,16,11269887,4814.854876
"Cuba",2006,"Developing",78,14,1,4.17,523.4724284,89,0,54.6,1,99,7.67,89,0.1,3.4,3.2,0.732,14.7,11260630,4336.87333
"Cuba",2005,"Developing",77.2,19,1,4.48,518.9359221,95,0,53.8,1,99,9.39,89,0.1,3.4,3.3,0.719,14.2,11246114,3791.873006
"Cuba",2004,"Developing",77.3,17,1,4.38,4.484254579,99,0,53,1,98,6.14,88,0.1,3.4,3.3,0.705,13.2,11225294,3403.296163
"Cuba",2003,"Developing",77.4,18,1,4.39,60.34145124,99,0,52.1,1,98,6.31,72,0.1,3.5,3.3,0.694,12.9,11199217,3205.688398
"Cuba",2002,"Developing",77.7,19,1,4.1,334.7672107,98,0,51.3,1,98,6.5,99,0.1,3.5,3.3,0.692,12.5,11170051,3007.193074
"Cuba",2001,"Developing",76.7,115,1,4.04,322.5863149,98,0,5.4,1,99,6.27,98,0.1,3.6,3.4,0.686,12.3,11139127,2844.244437
"Cuba",2000,"Developing",76.9,115,1,3.92,49.34007756,98,0,49.4,1,98,6.7,95,0.1,3.6,3.4,0.679,12.1,11105791,2752.203783
"Cyprus",2015,"Developed",85,52,0,10.8,0,97,0,6.3,0,97,6.83,97,0.1,1,1,0.854,14.3,1187280,23487.21875
"Cyprus",2014,"Developed",83,53,0,0.01,207.3041936,96,10,59.8,0,99,7.37,99,0.1,0.9,1,0.85,14,1176995,27244.34375
"Cyprus",2013,"Developed",81,54,0,9.04,212.0859259,96,0,59.2,0,99,7.46,99,0.1,0.9,1,0.85,13.8,1166968,27797.45313
"Cyprus",2012,"Developed",80,56,0,10.55,2159.756205,96,1,58.7,0,99,7.44,99,0.1,0.9,1,0.85,13.8,1156556,28991.92969
"Cyprus",2011,"Developed",79.7,57,0,10.69,2443.325028,96,0,58.3,0,99,7.54,99,0.1,0.9,1,0.847,13.8,1145086,32485.80273
"Cyprus",2010,"Developed",79.5,59,0,11.32,283.3300258,96,18,57.8,0,99,7.23,99,0.1,0.9,1,0.853,14.6,1129686,31105.02734
"Cyprus",2009,"Developed",79.3,6,0,10.8,230.2524184,96,0,57.3,0,99,7.4,99,0.1,0.9,1,0.849,14.1,1110974,32109.24219
"Cyprus",2008,"Developed",79.1,62,0,12.01,239.6409938,93,1,56.8,0,97,6.89,97,0.1,0.9,1,0.844,13.7,1092390,35397.36328
"Cyprus",2007,"Developed",78.9,63,0,11.56,1958.525877,93,0,56.3,0,97,6.5,97,0.1,0.9,1,0.836,13.5,1073873,31244.92578
"Cyprus",2006,"Developed",78.8,64,0,11.47,1700.841534,93,0,55.8,0,97,6.28,97,0.1,0.9,1,0.829,13.4,1055438,26729.32422
"Cyprus",2005,"Developed",78.7,65,0,11.41,1562.520827,88,1,55.3,0,98,6.37,98,0.1,0.9,1,0.826,13.5,1037062,24959.25977
"Cyprus",2004,"Developed",78.6,65,0,13.03,1586.724172,88,0,54.8,0,98,6.42,98,0.1,0.9,1,0.823,13.4,1018684,23792.62109
"Cyprus",2003,"Developed",78.5,66,0,10.62,158.7087399,88,0,54.3,0,98,6.83,98,0.1,0.9,1,0.815,13,1000350,20252.23828
"Cyprus",2002,"Developed",78.4,68,0,11.68,1128.050886,88,0,53.8,0,98,6.12,98,0.1,0.9,1,0.805,12.5,982194,16093.21484
"Cyprus",2001,"Developed",78.2,69,0,10.16,100.8086193,89,0,53.3,0,97,5.78,97,0.1,0.9,1,0.8,12.4,964830,14821.44727
"Cyprus",2000,"Developed",78.1,7,0,9.56,950.8027925,89,0,52.8,0,97,5.77,97,0.1,0.9,1,0.798,12.5,948237,14388.34766
"Djibouti",2015,"Developing",63.5,241,1,0.53,0,84,47,35,1,84,7.5,84,2.1,5.6,5.4,0.47,6.3,1006259,2409.311902
"Djibouti",2014,"Developing",63,252,1,0.38,24.73299655,78,0,34.4,1,78,1.57,78,2.1,5.6,5.4,0.467,6.3,989087,2239.114538
"Djibouti",2013,"Developing",62.7,256,1,0.53,229.4410095,82,28,33.8,2,82,9.14,82,2.1,5.6,5.4,0.464,6.3,971753,2102.197948
"Djibouti",2012,"Developing",62.2,263,1,0.52,217.2125786,81,709,33.2,2,81,8.95,81,1.9,5.6,5.5,0.46,6.3,954297,1418.460858
"Djibouti",2011,"Developing",61.8,268,1,0.39,20.35974738,87,49,32.7,2,87,8.71,87,2.7,5.6,5.5,0.451,5.9,936811,1322.726251
"Djibouti",2010,"Developing",61.3,273,1,0.44,187.4960097,88,7,32.2,2,88,8.84,88,3.1,5.6,5.6,0.441,5.5,919199,1227.820853
"Djibouti",2009,"Developing",69,279,1,0.49,177.2671607,89,48,31.7,2,89,8.37,89,3.2,5.7,5.6,0.436,5.3,901103,1164.251683
"Djibouti",2008,"Developing",62,289,1,0.49,171.7686449,88,143,31.3,2,89,8.5,89,3.3,5.7,5.6,0.427,5,882886,1131.635726
"Djibouti",2007,"Developing",59.8,296,1,0.45,20.86878709,25,24,3.9,2,88,7.72,88,3.5,5.8,5.7,0.416,4.5,865196,980.0310324
"Djibouti",2006,"Developing",59.1,39,2,1.02,121.4812077,84,49,3.6,2,72,7.5,72,3.7,5.8,5.7,0.405,4.3,846947,907.8179438
"Djibouti",2005,"Developing",58.6,318,2,1.23,12.70325933,84,298,3.2,2,71,7.21,71,3.9,5.9,5.8,0.396,4,830861,852.8901883
"Djibouti",2004,"Developing",58.1,326,2,1.18,106.0354659,84,71,29.8,2,64,6.76,64,4,6,5.9,0.388,3.7,818373,813.8979436
"Djibouti",2003,"Developing",58,325,2,1.02,94.13302875,84,37,29.4,2,68,6.22,68,4.2,6.1,5.9,0.378,3.5,806411,771.3742316
"Djibouti",2002,"Developing",57.9,322,2,1.03,13.46662004,84,50,29,2,62,5.45,62,4.3,6.2,6,0.372,3.3,789129,749.0816325
"Djibouti",2001,"Developing",57.7,323,2,0.95,92.4978948,84,79,28.6,2,49,5.37,53,4.3,6.3,6.1,0.363,2.9,765490,747.7791229
"Djibouti",2000,"Developing",57.4,325,2,1.34,91.95075901,84,183,28.2,2,46,5.75,46,4.1,6.4,6.1,0.361,2.9,742033,742.8656972
"Dominican Republic",2015,"Developing",73.9,152,6,6.05,0,81,0,58.9,7,87,4.34,85,0.3,3.3,3.2,0.718,13.2,10405832,6838.936735
"Dominican Republic",2014,"Developing",73.6,154,6,5.92,1088.244952,89,0,57.9,7,9,4.38,91,0.3,3.3,3.2,0.712,13.2,10282115,6533.670968
"Dominican Republic",2013,"Developing",73.4,157,6,5.93,97.52211538,8,0,56.8,7,82,4.12,83,0.3,3.3,3.2,0.709,13.2,10157051,6171.295064
"Dominican Republic",2012,"Developing",72.1,174,6,5.93,857.1307037,74,0,55.8,7,85,4.26,85,0.4,3.3,3.2,0.706,13.1,10030882,6049.471611
"Dominican Republic",2011,"Developing",73.1,16,6,5.91,843.7876995,8,2,54.7,7,84,4.22,84,0.7,3.3,3.2,0.703,13,9903737,5859.381545
"Dominican Republic",2010,"Developing",72.7,166,6,6.02,664.5585242,83,0,53.6,8,85,4.6,88,0.9,3.3,3.3,0.697,12.9,9775755,5509.568054
"Dominican Republic",2009,"Developing",73.6,157,6,6.05,587.8828228,8,0,52.6,8,85,4.41,82,1.2,3.4,3.3,0.695,12.9,9648061,5002.153233
"Dominican Republic",2008,"Developing",73.3,161,6,6.12,49.09241952,81,0,51.5,8,86,4.2,82,1.4,3.4,3.3,0.692,12.8,9522948,5053.330291
"Dominican Republic",2007,"Developing",72.9,164,6,6.05,74.8217488,81,0,5.4,8,86,4.34,85,1.6,3.4,3.4,0.685,12.7,9402206,4676.079111
"Dominican Republic",2006,"Developing",72.3,178,7,6.2,352.9551269,84,0,49.3,8,88,4.34,89,1.8,3.5,3.4,0.677,12.6,9284168,4080.045714
"Dominican Republic",2005,"Developing",69.7,28,7,5.71,289.7418649,87,0,48.2,8,86,4.26,87,2,3.5,3.4,0.668,12.6,9164768,3903.815184
"Dominican Republic",2004,"Developing",69.3,214,7,5.16,182.6162515,82,0,47.2,8,66,4.28,79,2.1,3.6,3.5,0.666,12.5,9043127,2468.436815
"Dominican Republic",2003,"Developing",73,22,7,6.32,293.0196601,79,0,46.1,8,65,5.53,79,2.3,3.6,3.5,0.665,12.4,8919852,2399.498123
"Dominican Republic",2002,"Developing",71.4,189,7,6.43,4.67359227,63,0,45.1,8,74,5.79,82,2.4,3.7,3.6,0.66,12.3,8795101,3085.517866
"Dominican Republic",2001,"Developing",71.2,188,7,6.13,340.0239945,66,113,44.1,9,71,5.59,72,2.5,3.8,3.6,0.656,12.3,8669040,2953.247928
"Dominican Republic",2000,"Developing",72,176,7,6.58,44.79247812,68,253,43.1,9,71,5.9,78,2.5,3.8,3.7,0.651,12.2,8540791,2845.84661
"Ecuador",2015,"Developing",76.2,118,6,3.82,0,78,0,54.2,7,84,5.9,78,0.1,1.2,1.1,0.739,14,16195902,6130.586676
"Ecuador",2014,"Developing",76,121,6,3.82,79.11626341,83,0,53.5,7,84,9.16,83,0.1,1.2,1.1,0.737,14,15957994,6374.631486
"Ecuador",2013,"Developing",76,121,6,3.77,59.12850204,87,0,52.8,8,87,7.29,87,0.1,1.3,1.1,0.725,13.4,15722989,6050.354611
"Ecuador",2012,"Developing",75.5,127,7,3.92,41.88087712,88,72,52.1,8,85,6.48,87,0.1,1.3,1.2,0.717,13.3,15483883,5678.455721
"Ecuador",2011,"Developing",75.3,131,7,3.99,344.7412164,88,257,51.4,8,85,5.92,88,0.1,1.3,1.2,0.71,13.2,15237728,5202.656459
"Ecuador",2010,"Developing",75,134,7,3.95,367.9285652,9,0,5.7,8,88,5.9,91,0.1,1.3,1.2,0.703,13.1,14989585,4640.246344
"Ecuador",2009,"Developing",75.1,137,7,3.87,282.1440066,91,0,5,8,91,5.58,94,0.1,1.3,1.2,0.702,13.1,14742766,4240.702593
"Ecuador",2008,"Developing",74.6,139,7,3.76,197.9303077,93,1,49.3,9,94,5.66,96,0.1,1.3,1.2,0.698,13,14496797,4260.433184
"Ecuador",2007,"Developing",74.7,14,7,3.63,19.60467787,94,0,48.6,9,95,5.94,96,0.2,1.4,1.3,0.696,12.9,14251835,3579.032244
"Ecuador",2006,"Developing",74.4,144,8,3.52,19.13983284,96,0,47.9,9,92,5.86,96,0.3,1.4,1.3,0.693,12.8,14009061,3340.840903
"Ecuador",2005,"Developing",74.2,151,8,3.54,18.09317114,92,0,47.2,9,89,5.87,92,0.3,1.4,1.3,0.688,12.8,13770012,3014.310009
"Ecuador",2004,"Developing",74.4,148,8,3.65,16.37920405,88,0,46.5,9,9,6.22,88,0.3,1.5,1.3,0.682,12.7,13534593,2703.565671
"Ecuador",2003,"Developing",74.4,151,8,3.69,18.26183281,82,0,45.8,10,97,6.46,87,0.3,1.5,1.4,0.679,12.6,13301184,2438.343684
"Ecuador",2002,"Developing",73.6,157,8,3.88,187.3843511,75,0,45.1,10,88,4.62,88,0.3,1.5,1.4,0.675,12.5,13070609,2184.209244
"Ecuador",2001,"Developing",73.4,158,9,4.13,14.5887403,69,2,44.3,10,9,3.86,89,0.3,1.6,1.5,0.67,12.4,12845521,1904.81367
"Ecuador",2000,"Developing",72.8,163,9,3.99,84.17527008,36,0,43.6,11,83,3.38,87,0.3,1.6,1.5,0.668,12.4,12626507,1451.530885
"Egypt",2015,"Developing",79,159,51,0.21,0,93,5432,61.1,60,93,5.4,93,0.1,2.8,2.8,0.688,13.1,97723799,3370.382447
"Egypt",2014,"Developing",78,161,53,0.21,0,94,1314,6.2,62,94,5.64,94,0.1,2.8,2.8,0.686,13.1,95592324,3196.861381
"Egypt",2013,"Developing",79,159,54,0.21,0,97,405,59.4,63,97,5.46,97,0.1,2.9,2.8,0.681,12.8,93377890,3088.890834
"Egypt",2012,"Developing",72,165,54,0.23,0,93,245,58.6,64,93,5.29,93,0.1,2.9,2.8,0.673,12.4,91240376,3059.135428
"Egypt",2011,"Developing",74,168,55,0.22,0,96,26,57.8,64,96,5.4,96,0.1,2.9,2.9,0.671,12.4,89200054,2645.622535
"Egypt",2010,"Developing",70,173,54,0.22,0,97,16,57,64,97,4.8,97,0.1,3,2.9,0.665,12.2,87252413,2509.772034
"Egypt",2009,"Developing",69.9,174,54,0.21,0,97,608,56.2,64,97,5.1,97,0.1,3,3,0.659,12,85501064,2212.218148
"Egypt",2008,"Developing",69.8,172,54,0.24,0,97,668,55.5,65,97,4.82,97,0.1,3.1,3,0.651,11.9,83844783,1941.899973
"Egypt",2007,"Developing",69.7,171,55,0.21,0,98,1684,54.8,65,98,4.95,98,0.1,3.1,3.1,0.644,11.7,82218755,1586.472921
"Egypt",2006,"Developing",69.5,175,55,0.18,0,98,953,54.2,66,98,5.24,98,0.1,3.2,3.1,0.636,11.5,80629670,1332.33941
"Egypt",2005,"Developing",69.4,174,56,0.16,0,98,77,53.5,68,98,5.6,98,0.1,3.2,3.2,0.629,11.4,79075310,1133.105461
"Egypt",2004,"Developing",69,176,57,0.16,0,97,80,52.9,70,97,5.21,97,0.1,3.3,3.2,0.623,11.2,77522427,1016.253884
"Egypt",2003,"Developing",68.6,178,59,0.15,0,98,164,52.3,72,98,5.41,98,0.1,3.3,3.3,0.621,11.3,75963322,1056.937209
"Egypt",2002,"Developing",68.7,177,61,0.15,0,97,653,51.8,75,97,5.97,97,0.1,3.4,3.4,0.617,11.2,74393759,1144.532398
"Egypt",2001,"Developing",68.6,177,63,0.14,0,99,2150,51.2,78,99,5.75,99,0.1,3.5,3.4,0.612,11.1,72854261,1327.096518
"Egypt",2000,"Developing",68.8,171,65,0.14,0,98,2633,5.7,82,98,5.55,98,0.1,3.6,3.5,0.606,11,71371371,1398.859831
"El Salvador",2015,"Developing",73.5,178,2,2.77,0,91,0,56.1,2,92,6.91,91,0.2,1.6,1.5,0.678,13.2,6231066,3761.51368
"El Salvador",2014,"Developing",73.3,181,2,2.52,665.7260253,93,0,55.4,2,93,6.77,94,0.2,1.6,1.6,0.676,13.2,6209526,3638.517658
"El Salvador",2013,"Developing",73,184,2,2.42,653.6925016,92,0,54.7,2,92,6.95,92,0.2,1.6,1.6,0.675,13.2,6185642,3555.1621
"El Salvador",2012,"Developing",73,181,2,2.48,591.7757569,92,0,54.1,2,93,6.7,92,0.3,1.6,1.6,0.67,13.2,6161289,3471.051269
"El Salvador",2011,"Developing",72,197,2,2.37,549.2783081,89,0,53.4,2,9,6.81,89,0.3,1.7,1.6,0.666,13,6137349,3304.974183
"El Salvador",2010,"Developing",72,191,2,2.36,469.3904193,89,0,52.8,2,89,6.91,89,0.3,1.7,1.6,0.662,12.9,6114034,3017.307395
"El Salvador",2009,"Developing",71.4,23,2,2.55,416.4338399,91,0,52.1,2,91,6.83,91,0.3,1.7,1.6,0.662,12.8,6091188,2889.685887
"El Salvador",2008,"Developing",71.7,194,2,2.68,53.95949877,98,0,51.4,3,98,6.21,98,0.3,1.8,1.7,0.659,13.4,6068099,2964.17214
"El Salvador",2007,"Developing",71.2,23,2,2.83,52.30172215,99,0,5.8,3,99,6.32,99,0.3,1.8,1.7,0.657,12.9,6044131,2814.589889
"El Salvador",2006,"Developing",75,211,3,2.77,57.74562629,96,0,5.1,3,96,6.68,96,0.2,1.8,1.7,0.651,12.9,6034436,2651.430888
"El Salvador",2005,"Developing",71,213,3,2.77,440.6027042,89,0,49.4,3,89,7.19,89,0.2,1.9,1.8,0.644,12.7,6037817,2434.323531
"El Salvador",2004,"Developing",70,215,3,2.9,398.6058322,9,0,48.6,3,9,7.3,9,0.3,1.9,1.8,0.636,12.4,6035655,2273.955503
"El Salvador",2003,"Developing",69.9,29,3,3.1,400.1342971,94,0,47.8,4,93,7.61,94,0.3,2,1.9,0.628,12,6026849,2197.482001
"El Salvador",2002,"Developing",73,24,3,2.97,29.68529375,81,0,47,4,81,7.9,81,0.4,2,1.9,0.621,11.8,6011275,2106.739469
"El Salvador",2001,"Developing",68.9,219,4,2.88,332.1056586,75,2,46.2,4,94,8.2,92,0.4,2.1,2,0.615,11.6,5988095,2051.158774
"El Salvador",2000,"Developing",69,218,4,2.79,353.6690328,99,0,45.3,5,98,8.17,99,0.4,2.1,2,0.607,11.3,5958482,1977.840614
"Equatorial Guinea",2015,"Developing",58.2,32,3,7.19,0,16,1250,24.5,4,17,2.5,16,4.2,8.4,8.3,0.582,9.2,1346973,9788.983804
"Equatorial Guinea",2014,"Developing",57.9,32,3,0.01,13.40477417,2,13,24,4,24,3.8,2,4.4,8.5,8.4,0.582,9.2,1295183,16804.92493
"Equatorial Guinea",2013,"Developing",57.4,327,3,10.72,156.3907685,9,321,23.5,4,3,3.73,3,5.7,8.6,8.6,0.586,9.2,1243941,17644.59431
"Equatorial Guinea",2012,"Developing",56.7,337,3,11.89,1500.412635,9,1190,23,4,3,4,24,8.2,8.7,8.7,0.583,9.2,1193636,18756.42501
"Equatorial Guinea",2011,"Developing",56.2,344,3,10.99,1493.051277,9,0,22.6,4,39,3.29,41,7.7,8.9,8.8,0.58,9.2,1144588,18659.41604
"Equatorial Guinea",2010,"Developing",56.1,339,3,9.93,1192.696619,9,0,22.1,4,59,3.84,44,7.2,9,9,0.589,9.2,1094524,14905.51457
"Equatorial Guinea",2009,"Developing",55.7,34,3,7.97,115.0692415,9,78,21.7,4,57,5.32,43,7.3,9.2,9.2,0.59,9.1,1043686,14398.77049
"Equatorial Guinea",2008,"Developing",55.4,338,3,8.34,1705.678619,9,436,21.3,4,55,2.31,42,6.3,9.3,9.3,0.592,9.1,994971,19849.71777
"Equatorial Guinea",2007,"Developing",55,339,3,6.86,1024.519543,9,5,2.9,4,54,2.25,41,5.9,9.5,9.5,0.587,9,948814,13776.90333
"Equatorial Guinea",2006,"Developing",54.8,337,3,7.28,827.5979335,9,0,2.5,4,52,2.13,4,5.3,9.7,9.6,0.569,9,905418,11140.19017
"Equatorial Guinea",2005,"Developing",54.4,337,3,7.19,12.0661671,9,0,2.2,4,5,1.63,39,4.9,9.8,9.8,0.563,8.7,864726,9502.858816
"Equatorial Guinea",2004,"Developing",54.1,336,3,6.28,44.54768305,9,38,19.8,4,48,2.4,38,4.4,1,1,0.553,8.5,826355,5337.614389
"Equatorial Guinea",2003,"Developing",53.8,334,3,7.13,309.7834587,9,18,19.5,4,46,2.23,37,3.6,1.2,1.1,0.554,8.4,789681,3146.518575
"Equatorial Guinea",2002,"Developing",53.5,334,3,6.01,234.7874207,9,24,19.1,4,44,2.5,36,2.9,1.4,1.3,0.542,8.2,754115,2395.845119
"Equatorial Guinea",2001,"Developing",53.1,334,3,5.07,197.7839552,9,1339,18.7,4,43,1.78,35,2.3,1.6,1.4,0.527,8,719270,2031.419386
"Equatorial Guinea",2000,"Developing",52.7,336,3,4.46,14.95451321,9,0,18.3,4,41,2.73,34,1.9,1.7,1.6,0,0,684977,1527.056378
"Eritrea",2015,"Developing",64.7,255,5,0.62,0,95,198,18.6,7,95,3.3,95,0.4,8.4,8.2,0.418,5,3340006,985.2779
"Eritrea",2014,"Developing",64.4,261,5,0.01,0,94,127,18,8,94,3.34,94,0.4,8.5,8.3,0.416,5,3323425,884.652308
"Eritrea",2013,"Developing",64,266,6,0.01,0,94,45,17.5,8,94,3.1,94,0.5,8.6,8.4,0.414,5,3296367,784.026716
"Eritrea",2012,"Developing",63.6,274,6,0.01,0,94,194,17,8,94,2.98,94,0.6,8.7,8.6,0.41,5,3252596,683.401124
"Eritrea",2011,"Developing",62.9,286,6,0.62,20.97991915,96,48,16.5,8,96,3.6,96,0.7,8.8,8.7,0.405,5,3207570,582.775532
"Eritrea",2010,"Developing",62.1,298,6,0.61,17.35739784,9,51,16,9,9,3.24,9,0.9,8.9,8.8,0.404,5.1,3147727,482.14994
"Eritrea",2009,"Developing",61.4,311,6,0.63,1.575160196,92,82,15.5,9,92,3.3,92,1,9,8.9,0.402,5.2,3083888,404.487791
"Eritrea",2008,"Developing",67,322,6,0.49,11.76572311,94,0,15.1,9,94,3.69,94,1.1,9.1,9.1,0.406,5.2,3005779,326.825642
"Eritrea",2007,"Developing",62,329,6,1.23,11.42385961,91,55,14.7,9,91,3.29,91,1.3,9.2,9.2,0.405,5.3,2926168,317.3294336
"Eritrea",2006,"Developing",59.7,336,7,0.97,10.60269773,94,128,14.3,9,94,3.3,94,1.4,9.3,9.3,0.405,5.3,2880093,297.828588
"Eritrea",2005,"Developing",59.4,34,7,1.07,5.064688968,96,19,13.9,9,96,2.97,96,1.6,9.4,9.5,0,5.4,2831732,276.75896
"Eritrea",2004,"Developing",59.1,342,7,0.64,10.26097341,84,24,13.6,10,98,3.14,98,1.8,9.6,9.6,0,5,2763140,287.4222243
"Eritrea",2003,"Developing",58.8,343,7,0.56,6.913998013,91,376,13.3,10,95,3.5,93,1.9,9.7,9.7,0,4.7,2653390,232.7945459
"Eritrea",2002,"Developing",58.5,343,7,0.83,0.703132179,86,460,13.1,10,92,4.2,9,1.9,9.9,9.9,0,4.4,2547424,223.96687945
"Eritrea",2001,"Developing",58.1,345,7,0.61,5.593619538,94,204,12.8,10,89,3.95,86,2,1,1,0,4.3,2461927,215.139213
"Eritrea",2000,"Developing",45.3,593,7,0.83,0.735940361,94,789,12.6,10,82,4.43,81,1.9,1.2,1.1,0,3.9,2392880,206.31154655
"Estonia",2015,"Developing",77.6,119,0,11.64,0,91,4,59.9,0,93,5.28,93,0.1,1.9,1.9,0.863,16.5,1315407,17402.03761
"Estonia",2014,"Developing",77.3,122,0,0.01,2700.07305,93,0,59.4,0,93,6.38,93,0.1,1.9,1.9,0.86,16.5,1314545,20261.06673
"Estonia",2013,"Developing",76.9,127,0,0.01,261.2914808,93,2,59,0,94,6.48,94,0.1,1.9,1.9,0.856,16.5,1317997,19056.00192
"Estonia",2012,"Developing",76.3,135,0,0.01,2263.103797,94,4,58.5,0,94,6.36,94,0.1,1.9,1.9,0.85,16.5,1322696,17403.20533
"Estonia",2011,"Developing",76.1,138,0,0.01,2146.945741,94,7,58,0,93,5.83,93,0.1,1.9,2,0.838,16.4,1327439,17487.80478
"Estonia",2010,"Developing",75.6,137,0,14.97,1802.017593,94,0,57.6,0,94,6.25,94,0.1,1.9,2,0.833,16.2,1331475,14663.04461
"Estonia",2009,"Developing",74.9,156,0,15.04,1717.088711,95,0,57.1,0,95,6.93,95,0.1,2,2,0.836,16.1,1334515,14711.73527
"Estonia",2008,"Developing",74.2,167,0,16.99,225.0723618,94,0,56.7,0,95,6.6,95,0.1,2,2.1,0.835,16.1,1337090,18204.96648
"Estonia",2007,"Developing",73,189,0,17.87,1904.12469,95,1,56.3,0,95,5.16,95,0.1,2,2.1,0.829,16.1,1340680,16744.58445
"Estonia",2006,"Developing",73,188,0,16.58,244.3510801,95,27,55.9,0,95,5.1,95,0.1,2.1,2.2,0.822,16.1,1346810,12639.40007
"Estonia",2005,"Developing",72.8,189,0,15.52,153.5045263,95,2,55.5,0,96,5.2,96,0.1,2.1,2.2,0.812,15.9,1354775,10412.64431
"Estonia",2004,"Developing",72.3,195,0,15.07,101.1201161,9,0,55.2,0,95,5.13,94,0.1,2.2,2.3,0.805,15.7,1362550,8914.103557
"Estonia",2003,"Developing",71.9,199,0,11.64,132.7233922,94,0,54.9,0,95,4.92,94,0.1,2.2,2.3,0.798,15.6,1370720,7203.523038
"Estonia",2002,"Developing",71.2,211,0,11.48,7.806042825,94,0,54.6,0,94,4.84,94,0.1,2.3,2.4,0.791,15.4,1379350,5341.628947
"Estonia",2001,"Developing",78,225,0,0.01,88.62945822,94,0,54.3,0,94,4.85,94,0.1,2.4,2.5,0.781,15,1388115,4505.858332
"Estonia",2000,"Developing",78,218,0,0.01,5.34809451,94,9,54,0,93,5.28,93,0.1,2.5,2.5,0.764,14.4,1396985,4070.609024
